OID_,States,AverageAnnualTemperature,Year_Converted
3204,Orissa,25.6900005,01-01-1984 00:00:00
3205,Orissa,26.0000000,01-01-1985 00:00:00
3206,Orissa,25.8600006,01-01-1986 00:00:00
3207,Orissa,26.1000004,01-01-1987 00:00:00
3208,Orissa,26.0799999,01-01-1988 00:00:00
3209,Orissa,25.7800007,01-01-1989 00:00:00
3210,Orissa,25.7000008,01-01-1990 00:00:00
3211,Orissa,25.9300003,01-01-1991 00:00:00
3212,Orissa,25.7500000,01-01-1992 00:00:00
3213,Orissa,25.7800007,01-01-1993 00:00:00
3214,Orissa,25.7500000,01-01-1994 00:00:00
3215,Orissa,25.8899994,01-01-1995 00:00:00
3216,Orissa,26.0000000,01-01-1996 00:00:00
3217,Orissa,25.8299999,01-01-1997 00:00:00
3218,Orissa,26.3199997,01-01-1998 00:00:00
3219,Orissa,26.1499996,01-01-1999 00:00:00
3220,Orissa,25.9500008,01-01-2000 00:00:00
3221,Orissa,26.2800007,01-01-2001 00:00:00
3222,Orissa,26.4699993,01-01-2002 00:00:00
3223,Orissa,26.3500004,01-01-2003 00:00:00
3224,Orissa,26.1299992,01-01-2004 00:00:00
3225,Orissa,26.2999992,01-01-2005 00:00:00
3226,Orissa,26.3600006,01-01-2006 00:00:00
3227,Orissa,26.2999992,01-01-2007 00:00:00
3228,Orissa,26.1700001,01-01-2008 00:00:00
3229,Orissa,26.9200001,01-01-2009 00:00:00
3230,Orissa,26.7600002,01-01-2010 00:00:00
3231,Orissa,26.1399994,01-01-2011 00:00:00
3232,Orissa,26.1200008,01-01-2012 00:00:00
3233,Orissa,25.7399998,01-01-2013 00:00:00
3234,Orissa,25.9099998,01-01-2014 00:00:00
3235,Orissa,26.0300007,01-01-2015 00:00:00
3236,Orissa,26.3500004,01-01-2016 00:00:00
3237,Orissa,26.2500000,01-01-2017 00:00:00
3238,Orissa,25.8600006,01-01-2018 00:00:00
3239,Orissa,26.1599998,01-01-2019 00:00:00
3240,Orissa,25.8600006,01-01-2020 00:00:00
3241,Puducherry,27.7800007,01-01-1901 00:00:00
3242,Puducherry,27.8099995,01-01-1902 00:00:00
3243,Puducherry,27.5799999,01-01-1903 00:00:00
3244,Puducherry,27.3700008,01-01-1904 00:00:00
3245,Puducherry,27.7199993,01-01-1905 00:00:00
3246,Puducherry,27.8500004,01-01-1906 00:00:00
3247,Puducherry,27.5599995,01-01-1907 00:00:00
3248,Puducherry,27.4799995,01-01-1908 00:00:00
3249,Puducherry,27.5100002,01-01-1909 00:00:00
3250,Puducherry,27.4500008,01-01-1910 00:00:00
3251,Puducherry,27.7800007,01-01-1911 00:00:00
3252,Puducherry,27.8700008,01-01-1912 00:00:00
3253,Puducherry,27.7700005,01-01-1913 00:00:00
3254,Puducherry,27.7500000,01-01-1914 00:00:00
3255,Puducherry,27.9300003,01-01-1915 00:00:00
3256,Puducherry,27.6000004,01-01-1916 00:00:00
3257,Puducherry,27.2199993,01-01-1917 00:00:00
3258,Puducherry,27.4899998,01-01-1918 00:00:00
3259,Puducherry,27.8999996,01-01-1919 00:00:00
3260,Puducherry,28.0000000,01-01-1920 00:00:00
3261,Puducherry,27.7199993,01-01-1921 00:00:00
3262,Puducherry,27.5699997,01-01-1922 00:00:00
3263,Puducherry,27.5900002,01-01-1923 00:00:00
3264,Puducherry,27.7800007,01-01-1924 00:00:00
3265,Puducherry,27.5000000,01-01-1925 00:00:00
3266,Puducherry,27.9300003,01-01-1926 00:00:00
3267,Puducherry,27.8099995,01-01-1927 00:00:00
3268,Puducherry,27.9400005,01-01-1928 00:00:00
3269,Puducherry,27.6800003,01-01-1929 00:00:00
3270,Puducherry,27.6700001,01-01-1930 00:00:00
3271,Puducherry,27.8899994,01-01-1931 00:00:00
3272,Puducherry,27.4500008,01-01-1932 00:00:00
3273,Puducherry,27.3199997,01-01-1933 00:00:00
3274,Puducherry,27.5100002,01-01-1934 00:00:00
3275,Puducherry,27.6900005,01-01-1935 00:00:00
3276,Puducherry,27.8099995,01-01-1936 00:00:00
3277,Puducherry,27.8099995,01-01-1937 00:00:00
3278,Puducherry,27.7199993,01-01-1938 00:00:00
3279,Puducherry,27.5699997,01-01-1939 00:00:00
3280,Puducherry,27.7399998,01-01-1940 00:00:00
3281,Puducherry,28.2199993,01-01-1941 00:00:00
3282,Puducherry,27.9599991,01-01-1942 00:00:00
3283,Puducherry,27.4400005,01-01-1943 00:00:00
3284,Puducherry,27.7099991,01-01-1944 00:00:00
3285,Puducherry,27.7600002,01-01-1945 00:00:00
3286,Puducherry,27.7500000,01-01-1946 00:00:00
3287,Puducherry,27.7700005,01-01-1947 00:00:00
3288,Puducherry,27.9799995,01-01-1948 00:00:00
3289,Puducherry,27.6000004,01-01-1949 00:00:00
3290,Puducherry,27.6299992,01-01-1950 00:00:00
3291,Puducherry,27.7500000,01-01-1951 00:00:00
3292,Puducherry,27.9699993,01-01-1952 00:00:00
3293,Puducherry,28.0100002,01-01-1953 00:00:00
3294,Puducherry,27.6299992,01-01-1954 00:00:00
3295,Puducherry,27.3999996,01-01-1955 00:00:00
3296,Puducherry,27.3899994,01-01-1956 00:00:00
3297,Puducherry,27.7000008,01-01-1957 00:00:00
3298,Puducherry,28.0599995,01-01-1958 00:00:00
3299,Puducherry,27.9300003,01-01-1959 00:00:00
3300,Puducherry,27.7399998,01-01-1960 00:00:00
3301,Puducherry,27.6700001,01-01-1961 00:00:00
3302,Puducherry,27.5699997,01-01-1962 00:00:00
3303,Puducherry,27.7099991,01-01-1963 00:00:00
3304,Puducherry,27.9400005,01-01-1964 00:00:00
3305,Puducherry,27.8899994,01-01-1965 00:00:00
3306,Puducherry,28.1100006,01-01-1966 00:00:00
3307,Puducherry,27.6599998,01-01-1967 00:00:00
3308,Puducherry,27.7600002,01-01-1968 00:00:00
3309,Puducherry,27.9699993,01-01-1969 00:00:00
3310,Puducherry,27.7199993,01-01-1970 00:00:00
3311,Puducherry,27.3999996,01-01-1971 00:00:00
3312,Puducherry,27.9799995,01-01-1972 00:00:00
3313,Puducherry,28.1800003,01-01-1973 00:00:00
3314,Puducherry,27.7000008,01-01-1974 00:00:00
3315,Puducherry,27.6299992,01-01-1975 00:00:00
3316,Puducherry,27.8199997,01-01-1976 00:00:00
3317,Puducherry,27.9899998,01-01-1977 00:00:00
3318,Puducherry,28.0699997,01-01-1978 00:00:00
3319,Puducherry,28.3600006,01-01-1979 00:00:00
3320,Puducherry,28.4200001,01-01-1980 00:00:00
3321,Puducherry,28.1299992,01-01-1981 00:00:00
3322,Puducherry,28.2800007,01-01-1982 00:00:00
3323,Puducherry,28.5000000,01-01-1983 00:00:00
3324,Puducherry,27.9699993,01-01-1984 00:00:00
3325,Puducherry,28.1399994,01-01-1985 00:00:00
3326,Puducherry,28.2800007,01-01-1986 00:00:00
3327,Puducherry,28.5300007,01-01-1987 00:00:00
3328,Puducherry,28.4099998,01-01-1988 00:00:00
3329,Puducherry,28.0599995,01-01-1989 00:00:00
3330,Puducherry,28.3299999,01-01-1990 00:00:00
3331,Puducherry,28.3700008,01-01-1991 00:00:00
3332,Puducherry,28.1499996,01-01-1992 00:00:00
3333,Puducherry,28.2399998,01-01-1993 00:00:00
3334,Puducherry,28.2600002,01-01-1994 00:00:00
3335,Puducherry,28.3799992,01-01-1995 00:00:00
3336,Puducherry,28.3099995,01-01-1996 00:00:00
3337,Puducherry,28.5799999,01-01-1997 00:00:00
3338,Puducherry,28.9400005,01-01-1998 00:00:00
3339,Puducherry,28.2700005,01-01-1999 00:00:00
3340,Puducherry,28.3799992,01-01-2000 00:00:00
3341,Puducherry,28.5699997,01-01-2001 00:00:00
3342,Puducherry,28.6599998,01-01-2002 00:00:00
3343,Puducherry,28.7199993,01-01-2003 00:00:00
3344,Puducherry,28.3600006,01-01-2004 00:00:00
3345,Puducherry,28.5200005,01-01-2005 00:00:00
3346,Puducherry,28.5300007,01-01-2006 00:00:00
3347,Puducherry,28.5000000,01-01-2007 00:00:00
3348,Puducherry,28.4200001,01-01-2008 00:00:00
3349,Puducherry,28.8099995,01-01-2009 00:00:00
3350,Puducherry,28.7800007,01-01-2010 00:00:00
3351,Puducherry,28.5599995,01-01-2011 00:00:00
3352,Puducherry,28.7900009,01-01-2012 00:00:00
3353,Puducherry,28.5699997,01-01-2013 00:00:00
3354,Puducherry,28.7199993,01-01-2014 00:00:00
3355,Puducherry,28.6800003,01-01-2015 00:00:00
3356,Puducherry,29.0000000,01-01-2016 00:00:00
3357,Puducherry,28.8700008,01-01-2017 00:00:00
3358,Puducherry,28.7199993,01-01-2018 00:00:00
3359,Puducherry,29.0799999,01-01-2019 00:00:00
3360,Puducherry,28.9300003,01-01-2020 00:00:00
3361,Punjab,24.5000000,01-01-1901 00:00:00
3362,Punjab,24.7399998,01-01-1902 00:00:00
3363,Punjab,24.0599995,01-01-1903 00:00:00
3364,Punjab,24.2600002,01-01-1904 00:00:00
3365,Punjab,23.7700005,01-01-1905 00:00:00
3366,Punjab,24.1700001,01-01-1906 00:00:00
3367,Punjab,23.8999996,01-01-1907 00:00:00
3368,Punjab,24.0900002,01-01-1908 00:00:00
3369,Punjab,23.7000008,01-01-1909 00:00:00
3370,Punjab,23.7999992,01-01-1910 00:00:00
3371,Punjab,24.1700001,01-01-1911 00:00:00
3372,Punjab,24.1900005,01-01-1912 00:00:00
3373,Punjab,23.8099995,01-01-1913 00:00:00
3374,Punjab,24.0499992,01-01-1914 00:00:00
3375,Punjab,24.6800003,01-01-1915 00:00:00
3376,Punjab,24.2700005,01-01-1916 00:00:00
3377,Punjab,23.2999992,01-01-1917 00:00:00
3378,Punjab,24.0900002,01-01-1918 00:00:00
3379,Punjab,23.7700005,01-01-1919 00:00:00
3380,Punjab,23.8299999,01-01-1920 00:00:00
3381,Punjab,24.7999992,01-01-1921 00:00:00
3382,Punjab,24.3600006,01-01-1922 00:00:00
3383,Punjab,24.0799999,01-01-1923 00:00:00
3384,Punjab,24.0799999,01-01-1924 00:00:00
3385,Punjab,23.9799995,01-01-1925 00:00:00
3386,Punjab,23.7000008,01-01-1926 00:00:00
3387,Punjab,23.6900005,01-01-1927 00:00:00
3388,Punjab,24.5300007,01-01-1928 00:00:00
3389,Punjab,24.2199993,01-01-1929 00:00:00
3390,Punjab,23.8899994,01-01-1930 00:00:00
3391,Punjab,24.3899994,01-01-1931 00:00:00
3392,Punjab,24.5900002,01-01-1932 00:00:00
3393,Punjab,23.7700005,01-01-1933 00:00:00
3394,Punjab,24.2800007,01-01-1934 00:00:00
3395,Punjab,23.8099995,01-01-1935 00:00:00
3396,Punjab,24.0400009,01-01-1936 00:00:00
3397,Punjab,23.8700008,01-01-1937 00:00:00
3398,Punjab,24.2800007,01-01-1938 00:00:00
3399,Punjab,24.2199993,01-01-1939 00:00:00
3400,Punjab,24.3199997,01-01-1940 00:00:00
3401,Punjab,25.3299999,01-01-1941 00:00:00
3402,Punjab,24.4799995,01-01-1942 00:00:00
3403,Punjab,24.4500008,01-01-1943 00:00:00
3404,Punjab,24.1200008,01-01-1944 00:00:00
3405,Punjab,23.8799992,01-01-1945 00:00:00
3406,Punjab,24.9799995,01-01-1946 00:00:00
3407,Punjab,24.9099998,01-01-1947 00:00:00
3408,Punjab,24.2999992,01-01-1948 00:00:00
3409,Punjab,24.4799995,01-01-1949 00:00:00
3410,Punjab,23.4899998,01-01-1950 00:00:00
3411,Punjab,24.4099998,01-01-1951 00:00:00
3412,Punjab,24.6499996,01-01-1952 00:00:00
3413,Punjab,25.1200008,01-01-1953 00:00:00
3414,Punjab,24.5100002,01-01-1954 00:00:00
3415,Punjab,24.2099991,01-01-1955 00:00:00
3416,Punjab,24.2800007,01-01-1956 00:00:00
3417,Punjab,23.5799999,01-01-1957 00:00:00
3418,Punjab,24.9200001,01-01-1958 00:00:00
3419,Punjab,24.4300003,01-01-1959 00:00:00
3420,Punjab,24.4099998,01-01-1960 00:00:00
3421,Punjab,23.9400005,01-01-1961 00:00:00
3422,Punjab,24.2600002,01-01-1962 00:00:00
3423,Punjab,24.4799995,01-01-1963 00:00:00
3424,Punjab,23.8899994,01-01-1964 00:00:00
3425,Punjab,24.0599995,01-01-1965 00:00:00
3426,Punjab,24.1399994,01-01-1966 00:00:00
3427,Punjab,23.9300003,01-01-1967 00:00:00
3428,Punjab,23.8400002,01-01-1968 00:00:00
3429,Punjab,24.6700001,01-01-1969 00:00:00
3430,Punjab,24.6000004,01-01-1970 00:00:00
3431,Punjab,24.2399998,01-01-1971 00:00:00
3432,Punjab,24.1200008,01-01-1972 00:00:00
3433,Punjab,24.3899994,01-01-1973 00:00:00
3434,Punjab,24.1599998,01-01-1974 00:00:00
3435,Punjab,23.6299992,01-01-1975 00:00:00
3436,Punjab,23.8799992,01-01-1976 00:00:00
3437,Punjab,24.3799992,01-01-1977 00:00:00
3438,Punjab,24.1700001,01-01-1978 00:00:00
3439,Punjab,24.2399998,01-01-1979 00:00:00
3440,Punjab,24.6200008,01-01-1980 00:00:00
3441,Punjab,24.2700005,01-01-1981 00:00:00
3442,Punjab,23.7199993,01-01-1982 00:00:00
3443,Punjab,23.3999996,01-01-1983 00:00:00
3444,Punjab,24.1700001,01-01-1984 00:00:00
3445,Punjab,24.4899998,01-01-1985 00:00:00
3446,Punjab,23.6100006,01-01-1986 00:00:00
3447,Punjab,24.4799995,01-01-1987 00:00:00
3448,Punjab,24.7199993,01-01-1988 00:00:00
3449,Punjab,23.6700001,01-01-1989 00:00:00
3450,Punjab,24.2900009,01-01-1990 00:00:00
3451,Punjab,24.0499992,01-01-1991 00:00:00
3452,Punjab,23.9300003,01-01-1992 00:00:00
3453,Punjab,24.4599991,01-01-1993 00:00:00
3454,Punjab,24.3700008,01-01-1994 00:00:00
3455,Punjab,24.1800003,01-01-1995 00:00:00
3456,Punjab,24.2099991,01-01-1996 00:00:00
3457,Punjab,23.3099995,01-01-1997 00:00:00
3458,Punjab,24.3999996,01-01-1998 00:00:00
3459,Punjab,25.0900002,01-01-1999 00:00:00
3460,Punjab,24.8500004,01-01-2000 00:00:00
3461,Punjab,24.8500004,01-01-2001 00:00:00
3462,Punjab,25.0100002,01-01-2002 00:00:00
3463,Punjab,24.2399998,01-01-2003 00:00:00
3464,Punjab,25.0100002,01-01-2004 00:00:00
3465,Punjab,24.2000008,01-01-2005 00:00:00
3466,Punjab,24.9300003,01-01-2006 00:00:00
3467,Punjab,24.8500004,01-01-2007 00:00:00
3468,Punjab,24.5699997,01-01-2008 00:00:00
3469,Punjab,25.1000004,01-01-2009 00:00:00
3470,Punjab,25.2399998,01-01-2010 00:00:00
3471,Punjab,24.7600002,01-01-2011 00:00:00
3472,Punjab,24.5300007,01-01-2012 00:00:00
3473,Punjab,24.7800007,01-01-2013 00:00:00
3474,Punjab,24.4200001,01-01-2014 00:00:00
3475,Punjab,24.6200008,01-01-2015 00:00:00
3476,Punjab,25.5900002,01-01-2016 00:00:00
3477,Punjab,25.2800007,01-01-2017 00:00:00
3478,Punjab,25.2900009,01-01-2018 00:00:00
3479,Punjab,24.4500008,01-01-2019 00:00:00
3480,Punjab,24.5400009,01-01-2020 00:00:00
3481,Rajasthan,25.8799992,01-01-1901 00:00:00
3482,Rajasthan,26.2199993,01-01-1902 00:00:00
3483,Rajasthan,25.3700008,01-01-1903 00:00:00
3484,Rajasthan,25.6200008,01-01-1904 00:00:00
3485,Rajasthan,25.3700008,01-01-1905 00:00:00
3486,Rajasthan,25.4200001,01-01-1906 00:00:00
3487,Rajasthan,25.3299999,01-01-1907 00:00:00
3488,Rajasthan,25.2299995,01-01-1908 00:00:00
3489,Rajasthan,24.9899998,01-01-1909 00:00:00
3490,Rajasthan,25.0699997,01-01-1910 00:00:00
3491,Rajasthan,25.5599995,01-01-1911 00:00:00
3492,Rajasthan,25.6800003,01-01-1912 00:00:00
3493,Rajasthan,25.3199997,01-01-1913 00:00:00
3494,Rajasthan,25.5100002,01-01-1914 00:00:00
3495,Rajasthan,26.0300007,01-01-1915 00:00:00
3496,Rajasthan,25.4699993,01-01-1916 00:00:00
3497,Rajasthan,24.6399994,01-01-1917 00:00:00
3498,Rajasthan,25.5200005,01-01-1918 00:00:00
3499,Rajasthan,25.2900009,01-01-1919 00:00:00
3500,Rajasthan,25.4899998,01-01-1920 00:00:00
3501,Rajasthan,26.2800007,01-01-1921 00:00:00
3502,Rajasthan,25.6399994,01-01-1922 00:00:00
3503,Rajasthan,25.4899998,01-01-1923 00:00:00
3504,Rajasthan,25.5799999,01-01-1924 00:00:00
3505,Rajasthan,25.4400005,01-01-1925 00:00:00
3506,Rajasthan,25.2500000,01-01-1926 00:00:00
3507,Rajasthan,24.9699993,01-01-1927 00:00:00
3508,Rajasthan,25.7099991,01-01-1928 00:00:00
3509,Rajasthan,25.5200005,01-01-1929 00:00:00
3510,Rajasthan,25.3299999,01-01-1930 00:00:00
3511,Rajasthan,25.7500000,01-01-1931 00:00:00
3512,Rajasthan,25.8299999,01-01-1932 00:00:00
3513,Rajasthan,25.1100006,01-01-1933 00:00:00
3514,Rajasthan,25.4200001,01-01-1934 00:00:00
3515,Rajasthan,25.2299995,01-01-1935 00:00:00
3516,Rajasthan,25.4099998,01-01-1936 00:00:00
3517,Rajasthan,25.2600002,01-01-1937 00:00:00
3518,Rajasthan,25.7099991,01-01-1938 00:00:00
3519,Rajasthan,25.6399994,01-01-1939 00:00:00
3520,Rajasthan,25.6700001,01-01-1940 00:00:00
3521,Rajasthan,26.5000000,01-01-1941 00:00:00
3522,Rajasthan,25.7500000,01-01-1942 00:00:00
3523,Rajasthan,25.6800003,01-01-1943 00:00:00
3524,Rajasthan,25.4300003,01-01-1944 00:00:00
3525,Rajasthan,25.0699997,01-01-1945 00:00:00
3526,Rajasthan,25.8999996,01-01-1946 00:00:00
3527,Rajasthan,26.0400009,01-01-1947 00:00:00
3528,Rajasthan,25.8700008,01-01-1948 00:00:00
3529,Rajasthan,25.8899994,01-01-1949 00:00:00
3530,Rajasthan,24.9099998,01-01-1950 00:00:00
3531,Rajasthan,25.8400002,01-01-1951 00:00:00
3532,Rajasthan,26.0000000,01-01-1952 00:00:00
3533,Rajasthan,26.2999992,01-01-1953 00:00:00
3534,Rajasthan,25.8700008,01-01-1954 00:00:00
3535,Rajasthan,25.5300007,01-01-1955 00:00:00
3536,Rajasthan,25.3600006,01-01-1956 00:00:00
3537,Rajasthan,25.0900002,01-01-1957 00:00:00
3538,Rajasthan,26.1900005,01-01-1958 00:00:00
3539,Rajasthan,25.6399994,01-01-1959 00:00:00
3540,Rajasthan,25.5699997,01-01-1960 00:00:00
3541,Rajasthan,25.0400009,01-01-1961 00:00:00
3542,Rajasthan,25.4099998,01-01-1962 00:00:00
3543,Rajasthan,25.8299999,01-01-1963 00:00:00
3544,Rajasthan,25.2600002,01-01-1964 00:00:00
3545,Rajasthan,25.5699997,01-01-1965 00:00:00
3546,Rajasthan,25.6599998,01-01-1966 00:00:00
3547,Rajasthan,25.2299995,01-01-1967 00:00:00
3548,Rajasthan,25.3600006,01-01-1968 00:00:00
3549,Rajasthan,26.1700001,01-01-1969 00:00:00
3550,Rajasthan,25.6900005,01-01-1970 00:00:00
3551,Rajasthan,25.2700005,01-01-1971 00:00:00
3552,Rajasthan,25.4899998,01-01-1972 00:00:00
3553,Rajasthan,25.6100006,01-01-1973 00:00:00
3554,Rajasthan,25.6800003,01-01-1974 00:00:00
3555,Rajasthan,25.1200008,01-01-1975 00:00:00
3556,Rajasthan,25.4500008,01-01-1976 00:00:00
3557,Rajasthan,25.8799992,01-01-1977 00:00:00
3558,Rajasthan,25.5300007,01-01-1978 00:00:00
3559,Rajasthan,25.7999992,01-01-1979 00:00:00
3560,Rajasthan,26.0900002,01-01-1980 00:00:00
3561,Rajasthan,25.8199997,01-01-1981 00:00:00
3562,Rajasthan,25.3799992,01-01-1982 00:00:00
3563,Rajasthan,24.9699993,01-01-1983 00:00:00
3564,Rajasthan,25.3999996,01-01-1984 00:00:00
3565,Rajasthan,25.8799992,01-01-1985 00:00:00
3566,Rajasthan,25.4899998,01-01-1986 00:00:00
3567,Rajasthan,26.3099995,01-01-1987 00:00:00
3568,Rajasthan,26.3500004,01-01-1988 00:00:00
3569,Rajasthan,25.4500008,01-01-1989 00:00:00
3570,Rajasthan,25.6800003,01-01-1990 00:00:00
3571,Rajasthan,25.7299995,01-01-1991 00:00:00
3572,Rajasthan,25.5799999,01-01-1992 00:00:00
3573,Rajasthan,26.1499996,01-01-1993 00:00:00
3574,Rajasthan,25.7600002,01-01-1994 00:00:00
3575,Rajasthan,25.8799992,01-01-1995 00:00:00
3576,Rajasthan,25.8099995,01-01-1996 00:00:00
3577,Rajasthan,24.8600006,01-01-1997 00:00:00
3578,Rajasthan,26.0400009,01-01-1998 00:00:00
3579,Rajasthan,26.1700001,01-01-1999 00:00:00
3580,Rajasthan,26.1800003,01-01-2000 00:00:00
3581,Rajasthan,26.0300007,01-01-2001 00:00:00
3582,Rajasthan,26.5100002,01-01-2002 00:00:00
3583,Rajasthan,25.8600006,01-01-2003 00:00:00
3584,Rajasthan,26.5100002,01-01-2004 00:00:00
3585,Rajasthan,25.6700001,01-01-2005 00:00:00
3586,Rajasthan,26.2099991,01-01-2006 00:00:00
3587,Rajasthan,26.2999992,01-01-2007 00:00:00
3588,Rajasthan,25.9500008,01-01-2008 00:00:00
3589,Rajasthan,26.8099995,01-01-2009 00:00:00
3590,Rajasthan,26.7999992,01-01-2010 00:00:00
3591,Rajasthan,26.1299992,01-01-2011 00:00:00
3592,Rajasthan,25.8700008,01-01-2012 00:00:00
3593,Rajasthan,25.9899998,01-01-2013 00:00:00
3594,Rajasthan,25.9500008,01-01-2014 00:00:00
3595,Rajasthan,26.2099991,01-01-2015 00:00:00
3596,Rajasthan,26.7999992,01-01-2016 00:00:00
3597,Rajasthan,26.5499992,01-01-2017 00:00:00
3598,Rajasthan,26.6800003,01-01-2018 00:00:00
3599,Rajasthan,26.1000004,01-01-2019 00:00:00
3600,Rajasthan,26.0799999,01-01-2020 00:00:00
3601,Sikkim,4.1199999,01-01-1901 00:00:00
3602,Sikkim,4.0000000,01-01-1902 00:00:00
3603,Sikkim,4.0599999,01-01-1903 00:00:00
3604,Sikkim,3.8299999,01-01-1904 00:00:00
3605,Sikkim,3.4100001,01-01-1905 00:00:00
3606,Sikkim,4.0000000,01-01-1906 00:00:00
3607,Sikkim,3.8499999,01-01-1907 00:00:00
3608,Sikkim,4.2399998,01-01-1908 00:00:00
3609,Sikkim,4.1900001,01-01-1909 00:00:00
3610,Sikkim,3.7700000,01-01-1910 00:00:00
3611,Sikkim,3.7400000,01-01-1911 00:00:00
3612,Sikkim,3.8399999,01-01-1912 00:00:00
3613,Sikkim,3.6300001,01-01-1913 00:00:00
3614,Sikkim,3.7900000,01-01-1914 00:00:00
3615,Sikkim,4.3600001,01-01-1915 00:00:00
3616,Sikkim,4.0799999,01-01-1916 00:00:00
3617,Sikkim,3.6199999,01-01-1917 00:00:00
3618,Sikkim,3.7700000,01-01-1918 00:00:00
3619,Sikkim,4.0900002,01-01-1919 00:00:00
3620,Sikkim,4.1799998,01-01-1920 00:00:00
3621,Sikkim,4.2399998,01-01-1921 00:00:00
3622,Sikkim,4.3099999,01-01-1922 00:00:00
3623,Sikkim,4.3400002,01-01-1923 00:00:00
3624,Sikkim,4.4899998,01-01-1924 00:00:00
3625,Sikkim,3.5799999,01-01-1925 00:00:00
3626,Sikkim,3.9900000,01-01-1926 00:00:00
3627,Sikkim,3.9300001,01-01-1927 00:00:00
3628,Sikkim,4.3200002,01-01-1928 00:00:00
3629,Sikkim,4.0500002,01-01-1929 00:00:00
3630,Sikkim,3.9800000,01-01-1930 00:00:00
3631,Sikkim,4.3699999,01-01-1931 00:00:00
3632,Sikkim,4.3400002,01-01-1932 00:00:00
3633,Sikkim,3.9400001,01-01-1933 00:00:00
3634,Sikkim,4.0900002,01-01-1934 00:00:00
3635,Sikkim,4.4299998,01-01-1935 00:00:00
3636,Sikkim,4.2300000,01-01-1936 00:00:00
3637,Sikkim,4.2800002,01-01-1937 00:00:00
3638,Sikkim,4.3800001,01-01-1938 00:00:00
3639,Sikkim,4.3600001,01-01-1939 00:00:00
3640,Sikkim,4.2300000,01-01-1940 00:00:00
3641,Sikkim,4.5599999,01-01-1941 00:00:00
3642,Sikkim,4.6399999,01-01-1942 00:00:00
3643,Sikkim,4.3899999,01-01-1943 00:00:00
3644,Sikkim,4.5599999,01-01-1944 00:00:00
3645,Sikkim,4.2700000,01-01-1945 00:00:00
3646,Sikkim,4.5300002,01-01-1946 00:00:00
3647,Sikkim,4.6999998,01-01-1947 00:00:00
3648,Sikkim,4.2500000,01-01-1948 00:00:00
3649,Sikkim,3.7900000,01-01-1949 00:00:00
3650,Sikkim,4.1100001,01-01-1950 00:00:00
3651,Sikkim,4.3699999,01-01-1951 00:00:00
3652,Sikkim,4.3299999,01-01-1952 00:00:00
3653,Sikkim,4.4899998,01-01-1953 00:00:00
3654,Sikkim,4.3499999,01-01-1954 00:00:00
3655,Sikkim,4.2300000,01-01-1955 00:00:00
3656,Sikkim,4.4600000,01-01-1956 00:00:00
3657,Sikkim,4.4400001,01-01-1957 00:00:00
3658,Sikkim,5.0400000,01-01-1958 00:00:00
3659,Sikkim,4.3899999,01-01-1959 00:00:00
3660,Sikkim,4.4600000,01-01-1960 00:00:00
3661,Sikkim,4.1900001,01-01-1961 00:00:00
3662,Sikkim,3.8599999,01-01-1962 00:00:00
3663,Sikkim,3.7400000,01-01-1963 00:00:00
3664,Sikkim,4.3800001,01-01-1964 00:00:00
3665,Sikkim,3.6300001,01-01-1965 00:00:00
3666,Sikkim,4.2300000,01-01-1966 00:00:00
3667,Sikkim,3.7400000,01-01-1967 00:00:00
3668,Sikkim,3.6800001,01-01-1968 00:00:00
3669,Sikkim,4.3600001,01-01-1969 00:00:00
3670,Sikkim,4.4000001,01-01-1970 00:00:00
3671,Sikkim,3.7800000,01-01-1971 00:00:00
3672,Sikkim,4.3800001,01-01-1972 00:00:00
3673,Sikkim,4.3600001,01-01-1973 00:00:00
3674,Sikkim,4.4400001,01-01-1974 00:00:00
3675,Sikkim,4.4200001,01-01-1975 00:00:00
3676,Sikkim,4.3499999,01-01-1976 00:00:00
3677,Sikkim,4.2399998,01-01-1977 00:00:00
3678,Sikkim,3.9300001,01-01-1978 00:00:00
3679,Sikkim,4.6900001,01-01-1979 00:00:00
3680,Sikkim,4.4800000,01-01-1980 00:00:00
3681,Sikkim,4.1900001,01-01-1981 00:00:00
3682,Sikkim,4.2700000,01-01-1982 00:00:00
3683,Sikkim,3.9900000,01-01-1983 00:00:00
3684,Sikkim,4.5799999,01-01-1984 00:00:00
3685,Sikkim,4.6599998,01-01-1985 00:00:00
3686,Sikkim,4.1300001,01-01-1986 00:00:00
3687,Sikkim,4.3200002,01-01-1987 00:00:00
3688,Sikkim,4.8000002,01-01-1988 00:00:00
3689,Sikkim,4.5000000,01-01-1989 00:00:00
3690,Sikkim,4.4699998,01-01-1990 00:00:00
3691,Sikkim,4.2700000,01-01-1991 00:00:00
3692,Sikkim,4.0999999,01-01-1992 00:00:00
3693,Sikkim,4.4899998,01-01-1993 00:00:00
3694,Sikkim,4.5300002,01-01-1994 00:00:00
3695,Sikkim,4.8600001,01-01-1995 00:00:00
3696,Sikkim,4.6300001,01-01-1996 00:00:00
3697,Sikkim,3.8299999,01-01-1997 00:00:00
3698,Sikkim,5.1799998,01-01-1998 00:00:00
3699,Sikkim,5.2300000,01-01-1999 00:00:00
3700,Sikkim,4.5400000,01-01-2000 00:00:00
3701,Sikkim,4.9699998,01-01-2001 00:00:00
3702,Sikkim,4.6900001,01-01-2002 00:00:00
3703,Sikkim,4.7500000,01-01-2003 00:00:00
